"quantitySum","d","side"
"24854.232361999922","2020-08-03 00:00:00","sell"
"25554.80357499993","2020-08-04 00:00:00","sell"
"33128.229333999945","2020-08-05 00:00:00","sell"
"27560.17632399997","2020-08-06 00:00:00","sell"
"27398.530829999956","2020-08-07 00:00:00","sell"
"18738.961425999907","2020-08-08 00:00:00","sell"
"17411.81169299987","2020-08-09 00:00:00","sell"
"38471.79550499989","2020-08-10 00:00:00","sell"
"37757.11310099984","2020-08-11 00:00:00","sell"
"28389.766862999906","2020-08-12 00:00:00","sell"
"32033.753114999905","2020-08-13 00:00:00","sell"
"26075.36105499992","2020-08-14 00:00:00","sell"
"24975.014537999898","2020-08-15 00:00:00","sell"
"17785.296119999904","2020-08-16 00:00:00","sell"
"38736.35544899987","2020-08-17 00:00:00","sell"
"32740.545903999842","2020-08-18 00:00:00","sell"
"31888.736959999853","2020-08-19 00:00:00","sell"
"20080.062488999916","2020-08-20 00:00:00","sell"
"28244.076553999865","2020-08-21 00:00:00","sell"
"19768.788012999896","2020-08-22 00:00:00","sell"
"16926.99760999992","2020-08-23 00:00:00","sell"
"20845.255238999933","2020-08-24 00:00:00","sell"
"30949.44531299985","2020-08-25 00:00:00","sell"
"25622.536739999938","2020-08-26 00:00:00","sell"
"30804.10480799991","2020-08-27 00:00:00","sell"
"21714.20285899992","2020-08-28 00:00:00","sell"
"15709.309984999953","2020-08-29 00:00:00","sell"
"22258.11590199991","2020-08-30 00:00:00","sell"
"26690.436483999885","2020-08-31 00:00:00","sell"
"37462.84168199985","2020-09-01 00:00:00","sell"
"39872.2630869998","2020-09-02 00:00:00","sell"
"54213.70591899985","2020-09-03 00:00:00","sell"
"42707.381044999776","2020-09-04 00:00:00","sell"
"43484.21115499971","2020-09-05 00:00:00","sell"
"28131.071416999923","2020-09-06 00:00:00","sell"
"30576.700672999843","2020-09-07 00:00:00","sell"
"34413.76830999982","2020-09-08 00:00:00","sell"
"23815.41242699991","2020-09-09 00:00:00","sell"
"27687.308568999862","2020-09-10 00:00:00","sell"
"21222.049445999917","2020-09-11 00:00:00","sell"
"17560.76888499995","2020-09-12 00:00:00","sell"
"20784.048392999874","2020-09-13 00:00:00","sell"
